,run_number,round_number,turn_number,_action_name
291,0,9,291,gives_an_insult
292,0,9,292,makes_smalltalk
293,0,9,293,shows_concern
294,0,9,294,supports
295,0,9,295,shows_concern
296,0,9,296,brags
297,0,9,297,laughs
298,0,9,298,starts_conversation
299,0,9,299,leaves_conversation
300,0,9,300,leaves_conversation
301,0,9,301,stands_in_corner
302,0,9,302,starts_conversation
303,0,9,303,makes_deeptalk
304,0,9,304,gives_controversial_opinion
305,0,9,305,jokes
306,0,9,306,shows_interest
307,0,9,307,supports
308,0,9,308,makes_deeptalk
309,0,9,309,rants
310,0,9,310,starts_conversation
311,0,9,311,leaves_conversation
312,0,9,312,changes_the_topic
313,0,9,313,rants
314,0,9,314,stands_in_corner
315,0,9,315,yawns
316,0,9,316,stands_in_corner
317,0,9,317,yawns
318,0,9,318,changes_the_topic
319,0,9,319,leaves_room
320,1,0,0,starts_conversation
321,1,0,1,starts_conversation
322,1,0,2,starts_conversation
323,1,0,3,stands_in_corner
324,1,0,4,starts_conversation
325,1,0,5,stands_in_corner
326,1,0,6,starts_conversation
327,1,0,7,starts_conversation
328,1,0,8,leaves_room
329,1,0,9,stands_in_corner
330,1,0,10,stands_in_corner
331,1,0,11,starts_conversation
332,1,0,12,stands_in_corner
333,1,0,13,stands_in_corner
334,1,0,14,gives_controversial_opinion
335,1,0,15,leaves_room
336,1,0,16,leaves_room
337,1,0,17,stands_in_corner
338,1,0,18,yawns
339,1,0,19,leaves_room
340,1,0,20,brags
341,1,0,21,leaves_room
342,1,0,22,leaves_room
343,1,0,23,leaves_room
344,1,0,24,starts_conversation
345,1,0,25,starts_conversation
346,1,0,26,starts_conversation
347,1,0,27,shows_concern
348,1,0,28,supports
349,1,0,29,starts_conversation
350,1,0,30,leaves_room
351,1,0,31,brags
352,1,1,32,yawns
353,1,1,33,brags
354,1,1,34,leaves_conversation
355,1,1,35,leaves_room
356,1,1,36,yawns
357,1,1,37,stands_in_corner
358,1,1,38,shows_concern
359,1,1,39,makes_smalltalk
360,1,1,40,leaves_room
361,1,1,41,stands_in_corner
362,1,1,42,starts_conversation
363,1,1,43,shouts
364,1,1,44,leaves_room
365,1,1,45,laughs
366,1,1,46,shares
367,1,1,47,starts_conversation
368,1,1,48,starts_conversation
369,1,1,49,stands_in_corner
370,1,1,50,shows_interest
371,1,1,51,starts_conversation
372,1,1,52,stands_in_corner
373,1,1,53,shares
374,1,1,54,stands_in_corner
375,1,1,55,leaves_room
376,1,1,56,leaves_conversation
377,1,1,57,shouts
378,1,1,58,shows_concern
379,1,1,59,shouts
380,1,1,60,changes_the_topic
381,1,1,61,jokes
382,1,1,62,starts_conversation
383,1,1,63,starts_conversation
384,1,2,64,jokes
385,1,2,65,changes_the_topic
386,1,2,66,leaves_room
387,1,2,67,makes_smalltalk
388,1,2,68,shares
389,1,2,69,leaves_room
390,1,2,70,shows_concern
391,1,2,71,shouts
392,1,2,72,leaves_room
393,1,2,73,gives_controversial_opinion
394,1,2,74,leaves_conversation
395,1,2,75,shows_concern
396,1,2,76,jokes
397,1,2,77,rants
398,1,2,78,changes_the_topic
399,1,2,79,changes_the_topic
400,1,2,80,yawns
401,1,2,81,makes_deeptalk
402,1,2,82,shows_interest
403,1,2,83,shows_interest
404,1,2,84,leaves_room
405,1,2,85,starts_conversation
406,1,2,86,leaves_room
407,1,2,87,starts_conversation
408,1,2,88,stands_in_corner
409,1,2,89,yawns
410,1,2,90,supports
411,1,2,91,makes_smalltalk
412,1,2,92,makes_deeptalk
413,1,2,93,makes_deeptalk
414,1,2,94,yawns
415,1,2,95,makes_deeptalk
416,1,3,96,yawns
417,1,3,97,brags
418,1,3,98,brags
419,1,3,99,gives_an_insult
420,1,3,100,shouts
421,1,3,101,stands_in_corner
422,1,3,102,changes_the_topic
423,1,3,103,gives_controversial_opinion
424,1,3,104,starts_conversation
425,1,3,105,shouts
426,1,3,106,makes_smalltalk
427,1,3,107,makes_smalltalk
428,1,3,108,shouts
429,1,3,109,shows_concern
430,1,3,110,jokes
431,1,3,111,shouts
432,1,3,112,yawns
433,1,3,113,shows_concern
434,1,3,114,shows_interest
435,1,3,115,shows_interest
436,1,3,116,leaves_room
437,1,3,117,rants
438,1,3,118,stands_in_corner
439,1,3,119,changes_the_topic
440,1,3,120,leaves_room
441,1,3,121,leaves_conversation
442,1,3,122,yawns
443,1,3,123,laughs
444,1,3,124,gives_an_insult
445,1,3,125,changes_the_topic
446,1,3,126,yawns
447,1,3,127,gives_controversial_opinion
448,1,4,128,gives_controversial_opinion
449,1,4,129,shows_concern
450,1,4,130,shouts
451,1,4,131,shows_concern
452,1,4,132,brags
453,1,4,133,starts_conversation
454,1,4,134,changes_the_topic
455,1,4,135,shows_interest
456,1,4,136,makes_smalltalk
457,1,4,137,laughs
458,1,4,138,shows_concern
459,1,4,139,makes_smalltalk
460,1,4,140,supports
461,1,4,141,leaves_room
462,1,4,142,shows_interest
463,1,4,143,brags
464,1,4,144,shows_concern
465,1,4,145,gives_an_insult
466,1,4,146,shows_interest
467,1,4,147,yawns
468,1,4,148,stands_in_corner
469,1,4,149,shows_concern
470,1,4,150,leaves_room
471,1,4,151,makes_deeptalk
472,1,4,152,makes_smalltalk
473,1,4,153,stands_in_corner
474,1,4,154,laughs
475,1,4,155,laughs
476,1,4,156,makes_smalltalk
477,1,4,157,gives_an_insult
478,1,4,158,shows_interest
479,1,4,159,brags
480,1,5,160,yawns
481,1,5,161,gives_an_insult
482,1,5,162,brags
483,1,5,163,shows_concern
484,1,5,164,shouts
485,1,5,165,yawns
486,1,5,166,supports
487,1,5,167,gives_controversial_opinion
488,1,5,168,makes_smalltalk
489,1,5,169,rants
490,1,5,170,supports
491,1,5,171,leaves_conversation
492,1,5,172,leaves_conversation
493,1,5,173,leaves_room
494,1,5,174,supports
495,1,5,175,changes_the_topic
496,1,5,176,leaves_room
497,1,5,177,rants
498,1,5,178,stands_in_corner
499,1,5,179,makes_smalltalk
500,1,5,180,leaves_room
501,1,5,181,rants
502,1,5,182,stands_in_corner
503,1,5,183,gives_controversial_opinion
504,1,5,184,shouts
505,1,5,185,starts_conversation
506,1,5,186,shows_interest
507,1,5,187,shows_concern
508,1,5,188,changes_the_topic
509,1,5,189,shares
510,1,5,190,supports
511,1,5,191,brags
512,1,6,192,makes_deeptalk
513,1,6,193,brags
514,1,6,194,laughs
515,1,6,195,shows_concern
516,1,6,196,laughs
517,1,6,197,rants
518,1,6,198,laughs
519,1,6,199,changes_the_topic
520,1,6,200,gives_an_insult
521,1,6,201,shows_concern
522,1,6,202,shouts
523,1,6,203,leaves_room
524,1,6,204,starts_conversation
525,1,6,205,brags
526,1,6,206,gives_controversial_opinion
527,1,6,207,yawns
528,1,6,208,stands_in_corner
529,1,6,209,leaves_conversation
530,1,6,210,shows_interest
531,1,6,211,stands_in_corner
532,1,6,212,stands_in_corner
533,1,6,213,makes_deeptalk
534,1,6,214,leaves_room
535,1,6,215,changes_the_topic
536,1,6,216,jokes
537,1,6,217,shows_concern
538,1,6,218,makes_deeptalk
539,1,6,219,gives_controversial_opinion
540,1,6,220,makes_smalltalk
541,1,6,221,jokes
542,1,6,222,supports
543,1,6,223,supports
544,1,7,224,brags
545,1,7,225,gives_controversial_opinion
546,1,7,226,gives_controversial_opinion
547,1,7,227,changes_the_topic
548,1,7,228,shows_interest
549,1,7,229,supports
550,1,7,230,supports
551,1,7,231,brags
552,1,7,232,shares
553,1,7,233,makes_smalltalk
554,1,7,234,laughs
555,1,7,235,stands_in_corner
556,1,7,236,gives_controversial_opinion
557,1,7,237,shouts
558,1,7,238,supports
559,1,7,239,gives_an_insult
560,1,7,240,leaves_room
561,1,7,241,stands_in_corner
562,1,7,242,jokes
563,1,7,243,stands_in_corner
564,1,7,244,stands_in_corner
565,1,7,245,rants
566,1,7,246,stands_in_corner
567,1,7,247,makes_deeptalk
568,1,7,248,rants
569,1,7,249,makes_smalltalk
570,1,7,250,shows_concern
571,1,7,251,laughs
572,1,7,252,makes_deeptalk
573,1,7,253,laughs
574,1,7,254,yawns
575,1,7,255,supports
576,1,8,256,yawns
577,1,8,257,jokes
578,1,8,258,changes_the_topic
579,1,8,259,makes_deeptalk
580,1,8,260,gives_controversial_opinion
581,1,8,261,supports
582,1,8,262,changes_the_topic
583,1,8,263,shares
584,1,8,264,makes_deeptalk
585,1,8,265,brags
586,1,8,266,brags
587,1,8,267,stands_in_corner
588,1,8,268,supports
589,1,8,269,shows_concern
590,1,8,270,yawns
591,1,8,271,shares
592,1,8,272,stands_in_corner
593,1,8,273,starts_conversation
594,1,8,274,shows_interest
595,1,8,275,brags
596,1,8,276,stands_in_corner
597,1,8,277,changes_the_topic
598,1,8,278,leaves_room
599,1,8,279,makes_smalltalk
600,1,8,280,leaves_conversation
601,1,8,281,yawns
602,1,8,282,jokes
603,1,8,283,brags
604,1,8,284,makes_smalltalk
605,1,8,285,shows_concern
606,1,8,286,supports
607,1,8,287,shouts
608,1,9,288,jokes
609,1,9,289,yawns
610,1,9,290,supports
611,1,9,291,shows_concern
612,1,9,292,rants
613,1,9,293,stands_in_corner
614,1,9,294,supports
615,1,9,295,makes_deeptalk
616,1,9,296,makes_deeptalk
617,1,9,297,leaves_conversation
618,1,9,298,shows_interest
619,1,9,299,starts_conversation
620,1,9,300,brags
621,1,9,301,shouts
622,1,9,302,supports
623,1,9,303,leaves_room
624,1,9,304,starts_conversation
625,1,9,305,shows_concern
626,1,9,306,shows_interest
627,1,9,307,leaves_conversation
628,1,9,308,makes_deeptalk
629,1,9,309,shouts
630,1,9,310,starts_conversation
631,1,9,311,laughs
632,1,9,312,makes_smalltalk
633,1,9,313,gives_an_insult
634,1,9,314,makes_smalltalk
635,1,9,315,gives_an_insult
636,1,9,316,changes_the_topic
637,1,9,317,shows_interest
638,1,9,318,jokes
639,1,9,319,supports
640,2,0,0,leaves_room
641,2,0,1,leaves_room
642,2,0,2,starts_conversation
643,2,0,3,starts_conversation
644,2,0,4,stands_in_corner
645,2,0,5,starts_conversation
646,2,0,6,starts_conversation
647,2,0,7,starts_conversation
648,2,0,8,shares
649,2,0,9,starts_conversation
650,2,0,10,starts_conversation
651,2,0,11,starts_conversation
652,2,0,12,leaves_room
653,2,0,13,yawns
654,2,0,14,stands_in_corner
655,2,0,15,starts_conversation
656,2,0,16,shows_concern
657,2,0,17,leaves_room
658,2,0,18,stands_in_corner
659,2,0,19,starts_conversation
660,2,0,20,leaves_room
661,2,0,21,leaves_conversation
662,2,0,22,stands_in_corner
663,2,0,23,makes_smalltalk
664,2,0,24,starts_conversation
665,2,0,25,leaves_room
666,2,0,26,rants
667,2,0,27,stands_in_corner
668,2,0,28,starts_conversation
669,2,0,29,leaves_room
670,2,0,30,leaves_room
671,2,0,31,starts_conversation
672,2,1,32,jokes
673,2,1,33,starts_conversation
674,2,1,34,shows_interest
675,2,1,35,shows_concern
676,2,1,36,leaves_room
677,2,1,37,gives_controversial_opinion
678,2,1,38,supports
679,2,1,39,gives_an_insult
680,2,1,40,changes_the_topic
681,2,1,41,supports
682,2,1,42,stands_in_corner
683,2,1,43,gives_an_insult
684,2,1,44,starts_conversation
685,2,1,45,makes_smalltalk
686,2,1,46,jokes
687,2,1,47,makes_smalltalk
688,2,1,48,gives_controversial_opinion
689,2,1,49,changes_the_topic
690,2,1,50,leaves_conversation
691,2,1,51,stands_in_corner
692,2,1,52,stands_in_corner
693,2,1,53,makes_deeptalk
694,2,1,54,leaves_room
695,2,1,55,leaves_conversation
696,2,1,56,yawns
697,2,1,57,rants
698,2,1,58,makes_smalltalk
699,2,1,59,stands_in_corner
700,2,1,60,supports
701,2,1,61,starts_conversation
702,2,1,62,shouts
703,2,1,63,jokes
704,2,2,64,makes_smalltalk
705,2,2,65,rants
706,2,2,66,shares
707,2,2,67,shares
708,2,2,68,jokes
709,2,2,69,gives_an_insult
710,2,2,70,supports
711,2,2,71,stands_in_corner
712,2,2,72,yawns
713,2,2,73,gives_an_insult
714,2,2,74,starts_conversation
715,2,2,75,makes_deeptalk
716,2,2,76,rants
717,2,2,77,changes_the_topic
718,2,2,78,shows_concern
719,2,2,79,shows_concern
720,2,2,80,makes_smalltalk
721,2,2,81,shows_interest
722,2,2,82,starts_conversation
723,2,2,83,stands_in_corner
724,2,2,84,leaves_room
725,2,2,85,gives_controversial_opinion
726,2,2,86,yawns
727,2,2,87,starts_conversation
728,2,2,88,makes_deeptalk
729,2,2,89,shares
730,2,2,90,gives_controversial_opinion
731,2,2,91,stands_in_corner
732,2,2,92,brags
733,2,2,93,gives_controversial_opinion
734,2,2,94,laughs
735,2,2,95,shows_interest
736,2,3,96,yawns
737,2,3,97,makes_smalltalk
738,2,3,98,yawns
739,2,3,99,shows_concern
740,2,3,100,laughs
741,2,3,101,leaves_conversation
742,2,3,102,laughs
743,2,3,103,yawns
744,2,3,104,gives_an_insult
745,2,3,105,leaves_conversation
746,2,3,106,leaves_conversation
747,2,3,107,shows_concern
748,2,3,108,shows_concern
749,2,3,109,shows_interest
750,2,3,110,shows_concern
751,2,3,111,shows_concern
752,2,3,112,stands_in_corner
753,2,3,113,shouts
754,2,3,114,shows_interest
755,2,3,115,leaves_conversation
756,2,3,116,starts_conversation
757,2,3,117,shares
758,2,3,118,starts_conversation
759,2,3,119,starts_conversation
760,2,3,120,shares
761,2,3,121,shows_interest
762,2,3,122,leaves_conversation
763,2,3,123,starts_conversation
764,2,3,124,brags
765,2,3,125,makes_deeptalk
766,2,3,126,shouts
767,2,3,127,rants
768,2,4,128,yawns
769,2,4,129,shares
770,2,4,130,brags
771,2,4,131,shows_concern
772,2,4,132,shows_concern
773,2,4,133,stands_in_corner
774,2,4,134,supports
775,2,4,135,yawns
776,2,4,136,shows_concern
777,2,4,137,stands_in_corner
778,2,4,138,shows_concern
779,2,4,139,changes_the_topic
780,2,4,140,shares
781,2,4,141,laughs
782,2,4,142,leaves_conversation
783,2,4,143,starts_conversation
784,2,4,144,stands_in_corner
785,2,4,145,shows_concern
786,2,4,146,shows_interest
787,2,4,147,yawns
788,2,4,148,leaves_room
789,2,4,149,leaves_conversation
790,2,4,150,makes_deeptalk
791,2,4,151,shows_concern
792,2,4,152,yawns
793,2,4,153,gives_an_insult
794,2,4,154,leaves_room
795,2,4,155,laughs
796,2,4,156,leaves_room
797,2,4,157,changes_the_topic
798,2,4,158,supports
799,2,4,159,supports
800,2,5,160,yawns
801,2,5,161,shows_concern
802,2,5,162,brags
803,2,5,163,shows_concern
804,2,5,164,shares
805,2,5,165,starts_conversation
806,2,5,166,jokes
807,2,5,167,leaves_conversation
808,2,5,168,shares
809,2,5,169,leaves_room
810,2,5,170,yawns
811,2,5,171,rants
812,2,5,172,gives_an_insult
813,2,5,173,leaves_conversation
814,2,5,174,stands_in_corner
815,2,5,175,makes_deeptalk
816,2,5,176,leaves_room
817,2,5,177,makes_deeptalk
818,2,5,178,leaves_room
819,2,5,179,jokes
820,2,5,180,starts_conversation
821,2,5,181,leaves_room
822,2,5,182,laughs
823,2,5,183,shows_interest
824,2,5,184,supports
825,2,5,185,makes_smalltalk
826,2,5,186,brags
827,2,5,187,yawns
828,2,5,188,starts_conversation
829,2,5,189,shouts
830,2,5,190,makes_smalltalk
831,2,5,191,supports
832,2,6,192,yawns
833,2,6,193,yawns
834,2,6,194,changes_the_topic
835,2,6,195,starts_conversation
836,2,6,196,shows_concern
837,2,6,197,supports
838,2,6,198,shows_interest
839,2,6,199,supports
840,2,6,200,supports
841,2,6,201,starts_conversation
842,2,6,202,brags
843,2,6,203,yawns
844,2,6,204,yawns
845,2,6,205,yawns
846,2,6,206,leaves_room
847,2,6,207,changes_the_topic
848,2,6,208,starts_conversation
849,2,6,209,shows_interest
850,2,6,210,makes_deeptalk
851,2,6,211,jokes
852,2,6,212,gives_an_insult
853,2,6,213,makes_smalltalk
854,2,6,214,gives_an_insult
855,2,6,215,shows_interest
856,2,6,216,jokes
857,2,6,217,shares
858,2,6,218,laughs
859,2,6,219,shares
860,2,6,220,shows_concern
861,2,6,221,makes_smalltalk
862,2,6,222,yawns
863,2,6,223,makes_smalltalk
864,2,7,224,changes_the_topic
865,2,7,225,makes_smalltalk
866,2,7,226,leaves_conversation
867,2,7,227,shows_concern
868,2,7,228,brags
869,2,7,229,shows_interest
870,2,7,230,shows_interest
871,2,7,231,yawns
872,2,7,232,starts_conversation
873,2,7,233,makes_smalltalk
874,2,7,234,makes_deeptalk
875,2,7,235,brags
876,2,7,236,gives_an_insult
877,2,7,237,shows_concern
878,2,7,238,stands_in_corner
879,2,7,239,rants
880,2,7,240,laughs
881,2,7,241,jokes
882,2,7,242,shows_interest
883,2,7,243,shouts
884,2,7,244,changes_the_topic
885,2,7,245,brags
886,2,7,246,shares
887,2,7,247,yawns
888,2,7,248,rants
889,2,7,249,rants
890,2,7,250,laughs
891,2,7,251,makes_smalltalk
892,2,7,252,brags
893,2,7,253,rants
894,2,7,254,shows_interest
895,2,7,255,changes_the_topic
896,2,8,256,yawns
897,2,8,257,shouts
898,2,8,258,changes_the_topic
899,2,8,259,makes_smalltalk
900,2,8,260,makes_deeptalk
901,2,8,261,leaves_conversation
902,2,8,262,supports
903,2,8,263,makes_deeptalk
904,2,8,264,shows_concern
905,2,8,265,yawns
906,2,8,266,supports
907,2,8,267,shows_concern
908,2,8,268,gives_controversial_opinion
909,2,8,269,shouts
910,2,8,270,leaves_room
911,2,8,271,shows_concern
912,2,8,272,makes_smalltalk
913,2,8,273,makes_deeptalk
914,2,8,274,leaves_conversation
915,2,8,275,rants
916,2,8,276,shares
917,2,8,277,jokes
918,2,8,278,makes_deeptalk
919,2,8,279,gives_controversial_opinion
920,2,8,280,yawns
921,2,8,281,leaves_conversation
922,2,8,282,shouts
923,2,8,283,jokes
924,2,8,284,shows_concern
925,2,8,285,brags
926,2,8,286,shares
927,2,8,287,shouts
928,2,9,288,yawns
929,2,9,289,leaves_room
930,2,9,290,shouts
931,2,9,291,shows_concern
932,2,9,292,gives_controversial_opinion
933,2,9,293,stands_in_corner
934,2,9,294,supports
935,2,9,295,jokes
936,2,9,296,gives_controversial_opinion
937,2,9,297,stands_in_corner
938,2,9,298,yawns
939,2,9,299,changes_the_topic
940,2,9,300,rants
941,2,9,301,supports
942,2,9,302,starts_conversation
943,2,9,303,gives_controversial_opinion
944,2,9,304,brags
945,2,9,305,makes_smalltalk
946,2,9,306,stands_in_corner
947,2,9,307,supports
948,2,9,308,makes_deeptalk
949,2,9,309,supports
950,2,9,310,makes_smalltalk
951,2,9,311,makes_deeptalk
952,2,9,312,supports
953,2,9,313,leaves_room
954,2,9,314,jokes
955,2,9,315,yawns
956,2,9,316,shares
957,2,9,317,shows_concern
958,2,9,318,rants
959,2,9,319,jokes
960,3,0,0,leaves_room
961,3,0,1,stands_in_corner
962,3,0,2,stands_in_corner
963,3,0,3,stands_in_corner
964,3,0,4,leaves_room
965,3,0,5,stands_in_corner
966,3,0,6,stands_in_corner
967,3,0,7,leaves_room
968,3,0,8,stands_in_corner
969,3,0,9,starts_conversation
970,3,0,10,starts_conversation
971,3,0,11,stands_in_corner
972,3,0,12,starts_conversation
973,3,0,13,leaves_room
974,3,0,14,supports
975,3,0,15,leaves_room
976,3,0,16,stands_in_corner
977,3,0,17,starts_conversation
978,3,0,18,starts_conversation
979,3,0,19,makes_deeptalk
980,3,0,20,starts_conversation
981,3,0,21,starts_conversation
982,3,0,22,leaves_room
983,3,0,23,stands_in_corner
984,3,0,24,leaves_room
985,3,0,25,shouts
986,3,0,26,shows_interest
987,3,0,27,starts_conversation
